Name,DOB,Aadhaar/SSN,Address,Pension Scheme,Pension Type,Amount,Date of Disbursement,Frequency,Bank Account,IFSC,District,State,Region,benefit_count_per_person,benefit_amount_total,Pension Scheme_Disability Pension,Pension Scheme_Farmer Pension,Pension Scheme_Old Age Pension,Pension Scheme_Widow Pension,Pension Type_Central,Pension Type_State,Frequency_Monthly,Frequency_Quarterly,District_DistrictA,District_DistrictB,District_DistrictC,State_State1,State_State2,Region_North,Region_South
Michael Howard,1945-12-02,73388834584,"00581 Lester Coves, Patrickfort, WY 62385",Widow Pension,State,2968.59,2024-01-20,Monthly,926316666532,IFSC1045,DistrictA,State2,South,1,2968.59,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Jasmine Nunez,1938-01-09,647016082826,"3135 Jason Fork, New Andrea, CA 61858",Farmer Pension,State,3103.03,2025-02-13,Quarterly,223488659609,IFSC8213,DistrictC,State1,North,1,3103.03,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
Meagan Carlson,1944-07-21,399901925611,"161 Christina Expressway, East Jacobborough, ID 63936",Widow Pension,Central,4651.3,2020-03-02,Monthly,360657186574,IFSC9261,DistrictB,State1,North,1,4651.3,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
Devin Ho,1962-07-04,743869452587,"30448 Arnold Mission, Nicholasfurt, ID 74990",Old Age Pension,Central,3588.1,2023-11-20,Quarterly,709524607990,IFSC0358,DistrictA,State2,South,1,3588.1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Jason Martinez,1954-07-14,815638425317,"8007 Bennett Circle, Andrewburgh, SD 52237",Disability Pension,State,4316.84,2022-07-30,Monthly,066906141537,IFSC7545,DistrictB,State1,South,1,4316.84,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
Tim Hunt,1964-04-09,185061178345,"8899 Catherine Knoll, New Davidland, MD 08212",Farmer Pension,State,1587.37,2022-01-31,Monthly,838969474925,IFSC4618,DistrictC,State2,South,1,1587.37,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
Jeffrey Wallace,1945-02-02,661621304438,"93515 Thomas Port Apt. 844, Jessefort, NM 17061",Disability Pension,State,2942.62,2024-03-07,Quarterly,330435229553,IFSC1582,DistrictC,State2,North,2,8533.93,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
Kevin Jarvis,1938-11-24,67372225046,"USS Nelson, FPO AE 18561",Farmer Pension,State,1693.74,2022-03-03,Monthly,566763948768,IFSC1866,DistrictC,State2,South,1,1693.74,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
Joseph Strong,1956-07-07,176792926389,"791 Andrea Tunnel Suite 597, West Austin, KY 64247",Widow Pension,State,4452.69,2022-04-07,Quarterly,607004775238,IFSC5073,DistrictC,State2,North,1,4452.69,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
John Allen,1959-10-22,206567521905,"4325 Weber Locks, East Jason, WV 74856",Old Age Pension,Central,4457.95,2021-09-01,Monthly,870059640317,IFSC0682,DistrictC,State2,South,1,4457.95,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
Megan Hall,1938-09-04,98790000005,"34502 Nicholas Isle Suite 041, Laurenville, FL 85742",Disability Pension,State,4758.77,2022-11-08,Quarterly,191678587657,IFSC1146,DistrictB,State1,South,1,4758.77,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
Antonio James,1946-02-03,330677521351,"8245 Townsend Cliff Suite 984, East Anthonyville, LA 64964",Disability Pension,Central,4835.23,2023-03-11,Quarterly,708998323995,IFSC8280,DistrictB,State2,South,1,4835.23,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
Natasha Powell,1960-04-11,304812353686,"54178 Diana Streets, New Kevinshire, WV 37894",Widow Pension,State,3583.69,2022-10-22,Quarterly,666474351838,IFSC0769,DistrictB,State1,North,1,3583.69,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
Victoria Diaz,1959-10-22,634068412391,"8388 Simmons Expressway Suite 649, Clarkchester, IL 02675",Disability Pension,State,3797.81,2020-10-20,Monthly,185630400677,IFSC8216,DistrictB,State1,South,1,3797.81,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
Robin Kline,1951-06-18,203073853690,"073 Sandra Lakes, Transtad, RI 47749",Old Age Pension,State,3239.26,2022-06-24,Monthly,658678596495,IFSC6691,DistrictB,State1,North,1,3239.26,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
Mark Reid,1940-03-21,195289913572,"4307 Joshua Place Suite 050, North Joshuaborough, DE 97610",Disability Pension,State,2178.41,2022-10-07,Quarterly,033358162547,IFSC9594,DistrictB,State1,North,1,2178.41,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
Dean Nelson,1959-07-21,455455450570,"8660 Powell Landing Apt. 097, North Paulmouth, TN 57995",Widow Pension,Central,3771.6,2024-10-25,Monthly,351829572342,IFSC7613,DistrictC,State2,North,1,3771.6,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
Linda Donovan,1937-12-21,168454889536,"8130 Courtney Ports, Jocelynstad, MD 42016",Widow Pension,State,1385.61,2021-06-24,Quarterly,140540960182,IFSC6849,DistrictB,State1,South,1,1385.61,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
Jacqueline Ferguson,1947-11-30,223847592997,"414 Richard Spring, Christopherburgh, HI 19354",Old Age Pension,Central,3430.73,2021-06-02,Quarterly,766715241878,IFSC4052,DistrictC,State2,North,1,3430.73,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
Haley Powers,1963-08-19,166206455775,"Unit 1512 Box 0728, DPO AA 31143",Widow Pension,Central,1348.03,2023-05-23,Monthly,110827098235,IFSC3587,DistrictC,State2,South,1,1348.03,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
Andrew Jones,1958-03-25,929280802883,"4462 Dickson Freeway Apt. 675, Cooperton, NY 14359",Disability Pension,State,2391.53,2022-09-16,Monthly,842018371668,IFSC1033,DistrictB,State1,North,1,2391.53,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
Richard Hayes,1947-08-07,816400270651,"USNV Chapman, FPO AE 00777",Disability Pension,Central,3346.36,2024-07-31,Quarterly,829639914608,IFSC4549,DistrictC,State2,South,1,3346.36,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
Shelly Perry,1946-08-06,267904266679,"474 Juarez Mission, Jamesville, WY 64146",Old Age Pension,Central,3188.7,2022-06-20,Quarterly,154683198631,IFSC7255,DistrictB,State2,South,1,3188.7,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
Michael Leblanc,1936-05-26,737333022356,"57556 Simmons Row, Jenniferside, NJ 31711",Old Age Pension,State,3968.02,2023-07-19,Monthly,035268886493,IFSC2131,DistrictA,State1,North,1,3968.02,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
Robert Rice,1936-06-22,741477970356,"USNV Potter, FPO AP 11311",Farmer Pension,Central,4713.25,2023-06-19,Quarterly,105480658991,IFSC5949,DistrictC,State2,North,1,4713.25,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
James Hoffman,1950-08-19,375588384861,"PSC 8121, Box 3898, APO AE 70170",Widow Pension,State,3227.65,2022-05-17,Monthly,657361782242,IFSC5505,DistrictA,State1,North,1,3227.65,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
Amanda Taylor,1958-12-23,771420013982,"618 Brian Prairie, Taylorview, IN 48868",Old Age Pension,Central,1105.41,2022-06-14,Quarterly,537616788582,IFSC1245,DistrictB,State2,South,1,1105.41,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
Cheyenne Mccarty,1962-03-17,486021547420,"629 Hess Wells Apt. 673, Annstad, AL 57023",Disability Pension,Central,4717.49,2023-07-13,Monthly,188050048143,IFSC3961,DistrictB,State2,South,1,4717.49,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
Cassie Thomas,1959-05-23,113280315122,"837 Miller Centers, Port Brianfurt, DC 62513",Farmer Pension,Central,3136.4,2024-06-20,Monthly,559433817582,IFSC4315,DistrictA,State1,North,1,3136.4,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
Megan Santana,1960-02-13,472873737731,"949 Leblanc Ports Apt. 441, Donnahaven, FL 20724",Farmer Pension,Central,1758.18,2021-11-25,Quarterly,831345611802,IFSC3725,DistrictC,State1,South,1,1758.18,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
Rebecca Jennings,1951-11-24,774196895033,"1927 White Spurs Suite 154, West Amber, MT 90315",Disability Pension,Central,3842.45,2022-01-15,Monthly,169851212935,IFSC3633,DistrictC,State1,South,1,3842.45,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
Kayla Morales,1951-02-27,941248261189,"9954 Stephen Brooks Apt. 877, Lake Kennethshire, KY 36100",Widow Pension,Central,1045.72,2020-05-09,Monthly,305431095929,IFSC0542,DistrictB,State1,North,1,1045.72,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
Laura Thomas,1961-07-27,848744014884,"14184 Nancy Alley, South Erin, NE 10603",Disability Pension,Central,4814.25,2021-01-24,Quarterly,246535218827,IFSC5156,DistrictA,State2,North,1,4814.25,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
Mark Meyer,1945-02-19,544920163235,"29284 Timothy Mountain Suite 658, North Timothy, OH 87745",Farmer Pension,State,3084.45,2022-07-16,Quarterly,367969058267,IFSC1834,DistrictC,State1,North,1,3084.45,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
Jasmin Jordan,1941-10-19,524077142200,"4533 Scott Knoll, Krystalview, LA 57003",Old Age Pension,Central,1234.42,2021-05-10,Quarterly,510141588461,IFSC5894,DistrictA,State2,South,1,1234.42,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Dawn Keller,1942-11-13,142718845716,"999 Campbell Road, Andrewport, WV 20606",Disability Pension,State,2738.07,2024-02-26,Monthly,552901779046,IFSC3290,DistrictC,State1,North,1,2738.07,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
Jason Walker,1940-09-02,607467052682,"4995 Williams Locks Apt. 598, North Angela, FL 57135",Disability Pension,State,1395.9,2021-08-02,Monthly,624148060247,IFSC7118,DistrictA,State2,North,1,1395.9,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
Claire Harris,1953-04-17,663942575104,"54357 Velasquez Fall Suite 605, Laurentown, IA 93557",Farmer Pension,State,1978.5,2020-06-08,Quarterly,252713599901,IFSC8603,DistrictB,State2,North,1,1978.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
Sarah Hunt,1957-05-04,344971626344,"Unit 3042 Box 8396, DPO AP 43848",Widow Pension,State,4635.83,2020-08-04,Monthly,232567831740,IFSC8008,DistrictB,State2,South,2,10523.119999999999,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
Jimmy Watkins,1944-02-05,672966981859,"09417 Scott Tunnel, Dianamouth, RI 93347",Widow Pension,State,3767.56,2022-11-30,Quarterly,292254149469,IFSC4876,DistrictA,State2,North,1,3767.56,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
Sophia Thompson,1936-11-28,688796580869,"41953 Moss Hill, East Andrew, ND 99714",Disability Pension,State,3599.45,2022-05-06,Monthly,393711420648,IFSC7914,DistrictB,State1,North,2,9818.73,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
Robert Thompson,1938-12-16,439854472225,"4146 Christopher Ville, South Jerryshire, MN 56955",Disability Pension,State,1333.69,2020-04-14,Quarterly,399859690115,IFSC9583,DistrictA,State2,North,1,1333.69,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
Jason Murray,1934-08-24,228910105008,"292 Laura Hill, Barbarabury, DE 29664",Disability Pension,Central,4676.33,2022-07-31,Monthly,475641425929,IFSC9081,DistrictC,State2,North,1,4676.33,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
Adam Stewart,1950-12-28,120810974028,"3147 Howard Passage Apt. 548, Cliffordbury, CA 95965",Disability Pension,State,2812.95,2020-09-20,Quarterly,669581475888,IFSC0918,DistrictA,State2,North,1,2812.95,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
Frances Nelson,1945-06-21,416488256434,"442 Moore Causeway Suite 469, West Robert, GA 58032",Old Age Pension,Central,3987.68,2020-03-13,Quarterly,570993210736,IFSC9195,DistrictC,State1,South,1,3987.68,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
Teresa Rogers,1958-09-28,639983425318,"70187 Cole Radial Apt. 352, South Christopher, IA 73395",Disability Pension,Central,2744.1,2020-01-09,Monthly,481068554617,IFSC2210,DistrictB,State1,South,1,2744.1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
Jenny Scott,1947-07-02,193445760431,"65895 Harris Via, Hayesfort, WI 78076",Old Age Pension,State,3806.07,2024-04-10,Monthly,666208980174,IFSC4975,DistrictA,State1,South,1,3806.07,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
Mark Harmon,1950-12-16,788474679519,"4119 Alan Island Suite 969, East Christopherburgh, KY 72515",Old Age Pension,Central,3680.94,2020-05-30,Monthly,581509881908,IFSC5941,DistrictA,State2,North,1,3680.94,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
Brandon Matthews,1944-11-26,451397891213,"80426 Anne Plains Suite 516, Jamesborough, NE 08653",Widow Pension,State,4665.16,2023-02-15,Quarterly,045339178369,IFSC7203,DistrictC,State2,South,1,4665.16,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
Nathan Allen,1957-04-06,374189930455,"303 Ashley Junctions, Stephaniebury, RI 28817",Disability Pension,Central,4586.21,2024-03-23,Monthly,072999404046,IFSC2211,DistrictC,State1,South,1,4586.21,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
Theresa Gilmore,1958-08-06,70212323979,"362 Courtney Meadow Suite 017, Davidburgh, MO 69778",Old Age Pension,Central,4749.22,2023-01-31,Quarterly,966102727534,IFSC9751,DistrictB,State2,South,1,4749.22,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
Andrew Burns,1945-04-18,173385115381,"37260 Martin Stream Apt. 599, Sweeneyfort, IN 53245",Farmer Pension,Central,2041.53,2022-08-12,Quarterly,654967551337,IFSC7337,DistrictB,State1,North,1,2041.53,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
Sarah Roth,1943-05-06,10883888154,"869 Ashley Knoll Apt. 344, Lake Rebecca, HI 93157",Old Age Pension,State,2188.54,2024-11-23,Quarterly,404455538542,IFSC2869,DistrictC,State2,North,1,2188.54,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
Mrs. Angelica Alexander DDS,1952-10-09,375366337802,"8089 David Crest Apt. 233, Hansenbury, AR 66701",Old Age Pension,State,1883.34,2024-08-16,Quarterly,807031356902,IFSC7961,DistrictC,State2,North,1,1883.34,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
John Dixon,1948-08-29,54622443196,"8187 James Highway Suite 289, Michellechester, DE 37983",Farmer Pension,Central,4278.0,2020-11-04,Quarterly,981458469365,IFSC9197,DistrictB,State1,South,1,4278.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
Brandy Gomez MD,1936-03-04,308750806340,"204 Sherman Mission, Lopezview, IN 62793",Widow Pension,State,3148.73,2024-04-19,Monthly,242195699401,IFSC8990,DistrictA,State1,South,1,3148.73,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
Amanda Diaz,1942-10-13,657576490589,"2528 Cruz Walks Apt. 496, New Patricia, NE 00972",Old Age Pension,State,1710.51,2024-12-10,Quarterly,166618116832,IFSC2010,DistrictA,State1,North,1,1710.51,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
Ryan Blevins,1959-11-13,67195138659,"565 Bryant Corner, North Barbaraville, GA 44518",Disability Pension,Central,1349.7,2020-12-26,Quarterly,154592071874,IFSC0111,DistrictC,State2,North,1,1349.7,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
Larry Terrell,1948-02-25,940107251831,"9871 Jonathan Garden Suite 416, Hintonland, UT 23720",Widow Pension,Central,3027.54,2024-01-26,Monthly,113409122183,IFSC6349,DistrictA,State1,North,1,3027.54,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
Caitlin Gibson,1944-07-23,417089988012,"51406 Aimee Pines, Toddborough, AL 34670",Farmer Pension,State,3291.43,2022-06-29,Quarterly,523483500605,IFSC4648,DistrictB,State2,North,1,3291.43,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
Brittany Roy,1938-03-04,211129202011,"4290 Stephanie Crossroad Suite 211, Lake Meghanland, CO 81696",Old Age Pension,State,1323.24,2021-11-03,Monthly,637287960123,IFSC8405,DistrictA,State1,North,1,1323.24,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
Cynthia Mckee,1962-01-23,674384136036,"79966 Diana Stravenue Suite 133, South William, MI 92424",Widow Pension,Central,1430.2,2024-11-05,Monthly,835292598608,IFSC4940,DistrictA,State2,North,1,1430.2,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
Michael Drake,1937-01-06,801463968463,"2653 Lucas Dale Suite 016, Brianton, WY 97328",Disability Pension,Central,2481.07,2021-11-30,Monthly,807881147262,IFSC0950,DistrictA,State2,North,2,6117.26,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
Andrew Edwards,1947-03-23,835478711267,"8957 Fleming Locks, Jamesfurt, MD 12646",Disability Pension,State,1396.71,2024-06-17,Monthly,243151862460,IFSC6188,DistrictC,State2,North,1,1396.71,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
Stuart Cox,1952-03-27,302286630286,"108 Smith Neck Apt. 894, Harrellside, IA 86893",Widow Pension,Central,2918.46,2020-02-13,Monthly,869082929770,IFSC8220,DistrictB,State1,South,1,2918.46,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
Stephanie Hogan,1941-08-11,586683735650,"PSC 6595, Box 3573, APO AP 25383",Old Age Pension,Central,4553.14,2022-03-02,Monthly,675961604285,IFSC0607,DistrictB,State2,South,1,4553.14,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
Desiree Smith,1942-03-10,374737540746,"7275 Schwartz Lake Apt. 932, South Melissaview, ID 82675",Old Age Pension,Central,1346.53,2022-08-15,Monthly,563459580609,IFSC0383,DistrictC,State2,North,2,4867.83,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
Catherine Knapp,1956-07-29,926545853206,"449 Harris Junctions Apt. 332, Port Michaelfort, MD 17944",Widow Pension,Central,3358.47,2020-09-13,Quarterly,786607301177,IFSC8644,DistrictA,State2,North,1,3358.47,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
Chase Lara,1940-08-01,168705844852,"53808 Adam Gardens Apt. 922, Port Marcoton, NY 36740",Disability Pension,State,1631.93,2022-03-23,Monthly,065521131615,IFSC1627,DistrictC,State1,South,1,1631.93,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
Joseph Hughes,1960-06-01,139402930368,"94865 Mcgrath Ford, North Samantha, ID 88081",Old Age Pension,State,1617.81,2024-10-08,Quarterly,568677765831,IFSC9975,DistrictC,State2,South,1,1617.81,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
Heather Martinez,1960-08-18,254470175794,"81959 Joseph Heights Apt. 389, South Alexanderland, NM 35114",Disability Pension,State,3361.92,2025-02-01,Monthly,332405644687,IFSC7151,DistrictC,State2,South,1,3361.92,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
Peter Foster,1955-12-23,622423278626,"7833 May Ranch Apt. 183, Edwardton, IA 16611",Old Age Pension,Central,1351.36,2024-07-09,Monthly,953829782036,IFSC1331,DistrictA,State1,South,1,1351.36,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
Chad Summers,1962-10-11,603009458857,"97345 Martinez Rapid, East Jacquelineberg, WV 08585",Old Age Pension,State,3251.7,2020-08-08,Quarterly,971155676691,IFSC9995,DistrictC,State1,South,1,3251.7,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
Joshua Coleman,1956-06-17,804714901854,"5604 Amanda Centers, Jonathanmouth, CT 32756",Farmer Pension,Central,2076.16,2020-01-21,Monthly,237345952594,IFSC7133,DistrictC,State1,North,1,2076.16,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
Kimberly Keller,1938-12-26,56046075969,"3849 Megan Circle, East Vincent, MN 97718",Old Age Pension,Central,1621.29,2020-02-24,Monthly,242520708299,IFSC7296,DistrictB,State1,North,1,1621.29,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
Richard Jones,1934-09-08,843268740455,"2926 Phillip Garden, New Ashley, SC 57689",Disability Pension,Central,1444.9,2022-12-19,Quarterly,446268963436,IFSC6418,DistrictC,State1,South,1,1444.9,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
Jacob Gilbert,1961-06-23,657346569020,"07276 Emily Garden, Monicaview, VA 88696",Disability Pension,State,2536.82,2024-12-31,Monthly,088328248046,IFSC9910,DistrictB,State1,South,1,2536.82,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
Patricia Fowler,1938-04-03,499209102394,"7206 Jonathan Plains, Jeremyfurt, VA 03639",Old Age Pension,Central,1122.27,2022-10-07,Monthly,040539507077,IFSC9834,DistrictB,State1,South,1,1122.27,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
Barbara Coleman,1935-05-08,65323791335,"02116 Dalton Circles, South Codyside, OK 09691",Disability Pension,State,1779.28,2021-09-23,Monthly,190733962154,IFSC1277,DistrictA,State2,South,1,1779.28,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Jessica Warren,1952-09-02,987195466506,"Unit 1787 Box 7706, DPO AA 76655",Disability Pension,State,4413.89,2020-06-04,Quarterly,775650304889,IFSC1043,DistrictB,State1,North,1,4413.89,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
Kevin Odom,1941-07-10,669690427080,"915 Weber Unions Suite 499, West Mckenzieberg, CO 64953",Disability Pension,Central,4448.6,2024-09-10,Monthly,187397741585,IFSC8598,DistrictC,State2,North,1,4448.6,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
Shawn Hall,1962-07-08,719526775042,"878 Gray Street, East Anthonystad, VT 97002",Old Age Pension,State,4150.38,2023-10-03,Quarterly,706117406511,IFSC0229,DistrictC,State2,North,1,4150.38,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
Kathryn Meyers,1955-08-11,727100279916,"8085 Evans Courts, North Dalemouth, IN 75092",Widow Pension,State,4215.02,2025-01-30,Quarterly,732354530892,IFSC0560,DistrictB,State1,North,1,4215.02,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
